STATISTIC,Statistic,TLIST(M1),Month,C02583V03135,NACE Group,UNIT,VALUE
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,4730,Retail sale of automotive fuel (4730),Base 2015=100,104
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,127.1
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,4759,Retail sale of furniture and lighting (4759),Base 2015=100,145.5
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,5630,Bars (5630),Base 2015=100,104.5
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,V3970,All retail businesses,Base 2015=100,115.9
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,115.5
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,116.4
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1320,"All retail businesses, excluding motor trades",Base 2015=100,115.4
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,116.2
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,115.2
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,118.5
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,110.1
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,140.2
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,143.6
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,114.2
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,107.6
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,108.7
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,102.6
RSM05C04,Retail Sales Index Volume Adjusted,201808,2018M08,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,116.9
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,45,Motor trades (45),Base 2015=100,117.2
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,115.4
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,4719,Department stores (4719),Base 2015=100,106.5
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,4730,Retail sale of automotive fuel (4730),Base 2015=100,105.3
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,130.1
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,4759,Retail sale of furniture and lighting (4759),Base 2015=100,144.9
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,5630,Bars (5630),Base 2015=100,105.3
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,V3970,All retail businesses,Base 2015=100,116.5
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,114.3
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,116.6
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1320,"All retail businesses, excluding motor trades",Base 2015=100,115.9
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,117.4
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,115.7
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,118.5
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,109.8
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,146.1
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,155.5
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,116.3
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,105.7
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,107.4
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,101.5
RSM05C04,Retail Sales Index Volume Adjusted,201809,2018M09,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,117
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,45,Motor trades (45),Base 2015=100,119.8
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,116.2
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,4719,Department stores (4719),Base 2015=100,110.9
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,4730,Retail sale of automotive fuel (4730),Base 2015=100,106.2
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,129.1
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,4759,Retail sale of furniture and lighting (4759),Base 2015=100,156.2
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,5630,Bars (5630),Base 2015=100,101.7
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,V3970,All retail businesses,Base 2015=100,116.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,120.8
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,116.9
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1320,"All retail businesses, excluding motor trades",Base 2015=100,115.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,117.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,116
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,117.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,108.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,148.2
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,157.4
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,114.5
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,92.3
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,99.6
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,102.7
RSM05C04,Retail Sales Index Volume Adjusted,201810,2018M10,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,119.7
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,45,Motor trades (45),Base 2015=100,119.3
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,116.8
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,4719,Department stores (4719),Base 2015=100,113.3
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,4730,Retail sale of automotive fuel (4730),Base 2015=100,103.7
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,126.1
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,4759,Retail sale of furniture and lighting (4759),Base 2015=100,155.2
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,5630,Bars (5630),Base 2015=100,104.3
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,V3970,All retail businesses,Base 2015=100,117
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,117.5
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,118.1
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1320,"All retail businesses, excluding motor trades",Base 2015=100,116.4
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,119
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,115.5
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,119.8
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,107.1
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,156.8
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,169.7
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,114.7
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,103.6
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,103.9
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,107.7
RSM05C04,Retail Sales Index Volume Adjusted,201811,2018M11,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,118
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,45,Motor trades (45),Base 2015=100,113.4
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,117.7
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,4719,Department stores (4719),Base 2015=100,105.8
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,4730,Retail sale of automotive fuel (4730),Base 2015=100,104.4
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,127.3
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,4759,Retail sale of furniture and lighting (4759),Base 2015=100,151.9
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,5630,Bars (5630),Base 2015=100,102.6
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,V3970,All retail businesses,Base 2015=100,115
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,111.2
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,116.2
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1320,"All retail businesses, excluding motor trades",Base 2015=100,114.9
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,117.2
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,116.2
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,117.9
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,107.6
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,144.7
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,152.8
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,113
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,104.4
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,103.5
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,101.6
RSM05C04,Retail Sales Index Volume Adjusted,201812,2018M12,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,119.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,45,Motor trades (45),Base 2015=100,113.3
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,116.9
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,4719,Department stores (4719),Base 2015=100,107.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,4730,Retail sale of automotive fuel (4730),Base 2015=100,106.4
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,131.8
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,4759,Retail sale of furniture and lighting (4759),Base 2015=100,159.6
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,5630,Bars (5630),Base 2015=100,102.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,V3970,All retail businesses,Base 2015=100,113.4
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,108.5
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,118.7
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1320,"All retail businesses, excluding motor trades",Base 2015=100,117.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,120
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,115.7
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,120.3
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,108.9
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,148.4
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,156.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,117.2
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,111.6
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,115.3
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,106
RSM05C04,Retail Sales Index Volume Adjusted,201901,2019M01,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,120.3
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,45,Motor trades (45),Base 2015=100,119.2
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,119.3
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,4719,Department stores (4719),Base 2015=100,108.6
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,4730,Retail sale of automotive fuel (4730),Base 2015=100,105.6
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,137.8
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,4759,Retail sale of furniture and lighting (4759),Base 2015=100,159.2
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,5630,Bars (5630),Base 2015=100,102
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,V3970,All retail businesses,Base 2015=100,119.5
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,118.7
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,120.7
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1320,"All retail businesses, excluding motor trades",Base 2015=100,119.1
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,122.5
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,119.1
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,122.2
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,108.7
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,150
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,159.1
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,122.5
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,111.6
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,110.9
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,103.2
RSM05C04,Retail Sales Index Volume Adjusted,201902,2019M02,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,121.8
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,45,Motor trades (45),Base 2015=100,114
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,119.1
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,4719,Department stores (4719),Base 2015=100,109.4
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,4730,Retail sale of automotive fuel (4730),Base 2015=100,107.4
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,127.6
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,4759,Retail sale of furniture and lighting (4759),Base 2015=100,158.1
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,5630,Bars (5630),Base 2015=100,102.6
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,V3970,All retail businesses,Base 2015=100,119.9
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,118.1
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,119.7
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1320,"All retail businesses, excluding motor trades",Base 2015=100,118.6
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,121.2
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,116.3
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,129.8
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,107.5
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,151.5
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,160
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,122.1
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,111.6
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,109.9
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,103.1
RSM05C04,Retail Sales Index Volume Adjusted,201903,2019M03,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,118.2
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,45,Motor trades (45),Base 2015=100,117.7
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,117.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,4719,Department stores (4719),Base 2015=100,110.9
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,4730,Retail sale of automotive fuel (4730),Base 2015=100,107.7
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,4752,"Retail sale of hardware, paints and glass (4752)",Base 2015=100,134.3
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,4759,Retail sale of furniture and lighting (4759),Base 2015=100,145.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,5630,Bars (5630),Base 2015=100,102.8
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,V3970,All retail businesses,Base 2015=100,119.6
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,V3980,"Motor trades and automotive fuel (45,4730)",Base 2015=100,115.9
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1310,"All retail businesses, excluding motor trades and bars",Base 2015=100,121.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1320,"All retail businesses, excluding motor trades",Base 2015=100,120.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1330,"All retail businesses, excluding motor trades, automotive fuel and bars",Base 2015=100,123.5
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1340,"Retail sale of food (4711,4721 to 4729)",Base 2015=100,116.2
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1350,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base 2015=100,127.9
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1360,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base 2015=100,109.2
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1370,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base 2015=100,155.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1380,"Retail sale of electrical goods (4741 to 4743,4754)",Base 2015=100,167.8
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1390,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base 2015=100,119.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1400,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base 2015=100,112.5
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1410,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base 2015=100,110.6
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1420,"Retail sale of books, newspapers and stationery (4761,4762)",Base 2015=100,105.4
RSM05C04,Retail Sales Index Volume Adjusted,201904,2019M04,X1430,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base 2015=100,127
RSM05C04,Retail Sales Index Volume Adjusted,201905,2019M05,45,Motor trades (45),Base 2015=100,115.7
RSM05C04,Retail Sales Index Volume Adjusted,201905,2019M05,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base 2015=100,118.4
RSM05C04,Retail Sales Index Volume Adjusted,201905,2019M05,4719,Department stores (4719),Base 2015=100,108.2
RSM05C04,Retail Sales Index Volume Adjusted,201905,2019M05,4730,Retail sale of automotive fuel (4730),Base 2015=100,105
